customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Month,Day
2599.968438,45181,65,21,68,0,1,312.0,Oregon,No,Basic,Master or above,Employed,M,Suburban,Married,Personal Auto,L2,4,Call Center,Four-Door Car,Medsize,January,Saturday
8819.018934,99845,110,23,25,1,8,528.0,Oregon,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,SUV,Medsize,January,Monday
6857.519928,0,101,31,1,0,3,1021.719397,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L1,4,Web,SUV,Medsize,January,Saturday
7109.341438,92423,88,5,79,0,6,404.243868,Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,January,Friday
2842.822337,43793,71,8,31,0,1,16.150175,Washington,No,Basic,Master or above,Employed,F,Rural,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,January,Tuesday
12846.4477,93210,107,6,9,2,2,513.6,Washington,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Small,February,Sunday
3498.773857,58484,88,15,65,1,1,43.542559,Oregon,No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal Auto,L1,1,Web,Two-Door Car,Medsize,January,Monday
6005.214792,26876,76,17,72,0,8,364.8,Oregon,Yes,Extended,High School or Below,Employed,M,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Wednesday
4344.524462,48054,109,2,64,0,1,523.2,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L1,1,Call Center,SUV,Medsize,February,Friday
25401.51859,36800,91,20,18,0,2,236.63519,Arizona,No,Extended,Bachelor,Employed,F,Urban,Single,Personal Auto,L1,2,Agent,Two-Door Car,Medsize,February,Thursday
4466.977478,28663,61,15,8,4,7,292.8,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L2,4,Agent,Four-Door Car,Medsize,January,Monday
7849.125533,54431,97,19,62,0,3,284.49502,California,No,Extended,College,Employed,F,Urban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Sunday
4250.775183,27608,108,30,89,0,1,308.953614,Washington,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,L3,1,Branch,SUV,Medsize,February,Wednesday
6073.241952,22103,89,4,74,1,3,427.2,California,No,Extended,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,L3,2,Call Center,Four-Door Car,Medsize,February,Saturday
6729.867925,0,103,13,20,0,9,741.6,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Branch,SUV,Medsize,January,Tuesday
2588.860221,46168,65,1,7,0,1,312.0,Arizona,No,Basic,Master or above,Employed,M,Suburban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,February,Tuesday
7305.936433,83221,91,21,63,0,3,14.386157,Oregon,No,Extended,College,Employed,M,Rural,Married,Personal Auto,L3,4,Web,Four-Door Car,Medsize,January,Sunday
8531.401125,98677,105,3,40,0,9,108.025547,California,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,L2,1,Branch,Four-Door Car,Large,January,Thursday
8618.295865,46379,72,11,57,0,2,345.6,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Corporate Auto,L3,3,Call Center,Four-Door Car,Large,January,Saturday
4957.033603,62803,62,16,12,0,5,400.959425,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,L3,2,Web,Two-Door Car,Small,January,Saturday
12255.12414,0,177,0,6,0,7,1274.4,California,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L2,3,Branch,SUV,Medsize,January,Monday
9624.938903,0,134,26,88,0,4,964.8,Nevada,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,L2,2,Agent,SUV,Medsize,January,Sunday
7080.131872,28139,97,31,65,2,3,465.6,California,No,Extended,Bachelor,Disabled,F,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Thursday
7053.302737,52982,89,8,54,0,3,31.356274,Arizona,No,Extended,College,Employed,F,Rural,Divorced,Corporate Auto,L3,1,Call Center,Four-Door Car,Medsize,February,Wednesday
5365.54161,77095,68,22,59,1,4,461.841879,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L2,3,Agent,Four-Door Car,Small,February,Friday
4306.55935,26322,111,8,94,2,1,180.346146,Oregon,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,L1,3,Branch,SUV,Medsize,February,Thursday
5970.816921,25125,81,12,91,1,3,583.2,California,No,Extended,College,Medical Leave,F,Suburban,Single,Corporate Auto,L3,1,Agent,Four-Door Car,Medsize,February,Saturday
8879.790017,52583,113,12,59,0,7,528.20086,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Single,Special Auto,L2,1,Agent,SUV,Small,February,Thursday
4458.113369,17622,65,1,36,1,3,312.0,Arizona,Yes,Basic,Bachelor,Retired,M,Suburban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Sunday
5565.892477,90607,70,8,89,0,3,311.514116,California,No,Basic,Master or above,Employed,M,Urban,Single,Personal Auto,L2,2,Web,Four-Door Car,Medsize,January,Saturday
5813.242121,42795,73,2,38,0,4,350.4,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,3,Branch,Four-Door Car,Large,January,Thursday
8365.963454,27042,110,17,3,0,7,1263.325007,Arizona,No,Premium,High School or Below,Disabled,F,Suburban,Divorced,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,February,Thursday
7275.921106,27984,62,7,51,1,2,445.361629,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L3,3,Call Center,Four-Door Car,Medsize,February,Wednesday
15083.78498,26021,126,6,32,0,2,331.847478,Nevada,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,4,Agent,SUV,Small,January,Saturday
8458.912476,25448,71,11,59,0,2,345.022359,Arizona,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,L2,4,Web,Four-Door Car,Medsize,January,Monday
8010.968982,52009,68,20,29,0,2,250.416569,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Thursday
2514.428561,23504,69,19,56,0,1,374.399828,Oregon,No,Basic,High School or Below,Medical Leave,F,Suburban,Single,Corporate Auto,L2,1,Agent,Two-Door Car,Small,January,Monday
4112.625047,0,71,16,90,3,9,569.761582,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,January,Saturday
4369.697742,40774,110,28,59,1,1,394.968488,Oregon,No,Basic,Master or above,Employed,M,Urban,Married,Personal Auto,L3,1,Agent,Sports Car,Medsize,February,Friday
10656.88195,72540,88,7,3,0,2,631.743039,Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L1,2,Call Center,Two-Door Car,Medsize,February,Sunday
5365.975978,51240,70,0,37,2,5,283.849464,Arizona,No,Basic,Bachelor,Employed,M,Urban,Single,Personal Auto,L1,2,Branch,Four-Door Car,Medsize,January,Saturday
6047.02516,20396,76,15,60,1,4,364.8,California,Yes,Extended,College,Employed,M,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Saturday
2885.742441,35654,72,17,19,0,1,515.122954,Arizona,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L1,2,Branch,Two-Door Car,Small,February,Wednesday
2635.148447,93884,65,7,10,0,1,312.0,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,4,Branch,Four-Door Car,Small,January,Friday
2413.888405,0,68,6,35,0,1,379.209349,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L2,3,Web,Four-Door Car,Medsize,January,Monday
8341.929905,30344,107,29,79,0,9,342.832065,Nevada,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,L3,1,Branch,SUV,Medsize,February,Friday
9212.613275,70958,115,1,57,0,7,115.400119,Nevada,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,L2,1,Agent,Sports Car,Medsize,February,Friday
16407.66461,22103,109,16,31,0,2,160.338007,California,No,Premium,Bachelor,Employed,M,Rural,Single,Personal Auto,L2,1,Agent,Four-Door Car,Large,January,Wednesday
7017.145586,0,103,29,91,0,6,741.6,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Special Auto,L2,1,Agent,SUV,Medsize,February,Saturday
5498.940679,22520,73,17,64,0,3,350.4,Arizona,Yes,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Saturday
4846.322223,0,72,31,75,0,9,518.4,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,4,Agent,Four-Door Car,Medsize,January,Tuesday
14718.11779,56263,93,27,31,0,2,446.4,Oregon,No,Extended,College,Employed,M,Suburban,Married,Corporate Auto,L3,2,Agent,Four-Door Car,Medsize,February,Saturday
9656.759549,0,72,17,52,0,2,345.6,Nevada,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Agent,Four-Door Car,Medsize,February,Thursday
4466.101762,0,64,25,33,0,5,307.2,California,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Call Center,Four-Door Car,Medsize,January,Friday
21423.63723,0,65,9,31,0,2,312.0,Oregon,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,L2,2,Agent,Two-Door Car,Medsize,January,Monday
2531.73969,31993,66,14,4,1,1,39.627399,Nevada,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,February,Saturday
8378.357502,40994,106,8,94,0,8,60.227339,Arizona,No,Premium,College,Employed,M,Rural,Married,Personal Auto,L2,2,Agent,Four-Door Car,Medsize,February,Saturday
5093.007525,29638,64,19,16,0,8,307.2,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L3,4,Branch,Four-Door Car,Medsize,January,Sunday
13352.56134,0,119,18,65,0,2,729.595208,Oregon,No,Premium,College,Unemployed,F,Suburban,Married,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Monday
14206.98091,26056,73,17,73,0,2,355.558088,Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Friday
15435.68882,84581,96,25,50,0,2,4.334425,Washington,No,Extended,College,Employed,F,Rural,Married,Personal Auto,L3,4,Web,Four-Door Car,Large,February,Friday
8641.046574,22193,74,13,74,0,2,415.535724,California,No,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,L3,2,Branch,Two-Door Car,Small,February,Tuesday
7334.915821,30969,63,26,79,1,2,358.225234,Washington,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,L3,1,Call Center,Two-Door Car,Small,January,Wednesday
7462.926263,70263,93,30,66,0,5,7.345946,California,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Small,January,Friday
3635.028312,35056,96,12,52,3,1,460.8,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,4,Call Center,Two-Door Car,Medsize,January,Sunday
5525.836623,73435,69,9,25,0,4,331.2,Oregon,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,L2,1,Branch,Two-Door Car,Small,February,Sunday
4335.353131,86096,108,30,1,0,1,518.4,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,L3,2,Call Center,Two-Door Car,Large,February,Sunday
4832.117309,0,139,6,9,0,1,1000.8,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,1,Call Center,SUV,Medsize,January,Tuesday
9267.920019,55808,116,31,4,0,7,551.413755,Oregon,No,Basic,Master or above,Employed,M,Urban,Married,Personal Auto,L3,2,Call Center,SUV,Small,February,Thursday
4905.127076,88043,61,2,43,0,3,188.717606,California,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,L2,2,Web,Four-Door Car,Small,February,Thursday
7289.297853,60875,92,0,84,0,3,410.846025,California,No,Extended,College,Employed,M,Urban,Married,Personal Auto,L3,1,Branch,Four-Door Car,Medsize,January,Monday
8478.824155,0,77,25,48,0,2,12.603783,Arizona,No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal Auto,L1,1,Branch,Four-Door Car,Medsize,January,Monday
7952.836873,0,118,0,67,0,8,849.6,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Call Center,SUV,Medsize,February,Saturday
2869.997625,70974,71,15,0,0,1,340.8,Washington,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,1,Agent,Four-Door Car,Large,February,Friday
5497.659883,28128,70,6,52,0,4,336.0,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,L3,3,Agent,Two-Door Car,Medsize,February,Tuesday
7090.468528,45254,93,4,25,3,4,446.4,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,L3,3,Web,Four-Door Car,Medsize,January,Wednesday
26416.25478,85537,108,4,91,0,2,285.276083,Oregon,No,Basic,Master or above,Employed,F,Urban,Married,Personal Auto,L3,2,Call Center,SUV,Medsize,January,Tuesday
2727.682464,74608,68,11,4,1,1,407.68374,Oregon,No,Basic,Master or above,Employed,M,Suburban,Married,Corporate Auto,L2,3,Web,Four-Door Car,Medsize,January,Saturday
11814.53241,41004,102,15,26,3,2,489.6,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,1,Call Center,Sports Car,Large,February,Monday
4090.750678,38884,102,4,87,0,1,423.819864,Arizona,No,Premium,Master or above,Employed,F,Urban,Married,Personal Auto,L3,4,Branch,Two-Door Car,Medsize,January,Sunday
5181.620895,97131,64,5,80,0,6,307.2,California,Yes,Basic,Master or above,Employed,F,Suburban,Married,Corporate Auto,L3,2,Agent,Four-Door Car,Small,February,Thursday
6172.392406,0,84,6,93,0,7,403.2,Oregon,No,Extended,Master or above,Unemployed,M,Suburban,Divorced,Corporate Auto,L3,1,Web,Four-Door Car,Medsize,February,Monday
2487.358049,22331,64,11,12,0,1,61.20919,California,No,Basic,College,Employed,M,Rural,Divorced,Corporate Auto,L3,2,Web,Four-Door Car,Medsize,January,Saturday
13094.2046,37541,109,10,31,0,2,96.212835,Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,L2,1,Branch,SUV,Large,January,Wednesday
4688.459288,27357,61,19,48,0,5,292.8,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Married,Corporate Auto,L2,1,Web,Four-Door Car,Small,January,Monday
2703.466256,0,72,19,48,0,1,41.927219,Oregon,No,Basic,Master or above,Unemployed,F,Rural,Married,Corporate Auto,L3,3,Call Center,Two-Door Car,Medsize,February,Thursday
11315.20373,11885,101,18,39,0,2,484.8,California,Yes,Premium,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Wednesday
8679.838135,52717,109,5,60,0,8,60.151529,Oregon,No,Premium,Bachelor,Employed,F,Rural,Married,Corporate Auto,L2,3,Agent,Four-Door Car,Medsize,January,Tuesday
5979.724161,57693,76,16,56,0,3,547.2,Arizona,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,L1,2,Agent,Four-Door Car,Medsize,February,Monday
10996.71336,0,104,29,73,0,2,748.8,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L2,3,Branch,SUV,Medsize,January,Sunday
11718.41696,73903,73,30,39,0,2,439.361029,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Corporate Auto,L3,2,Web,Four-Door Car,Small,February,Monday
42462.96794,0,281,16,92,1,2,1499.806352,Washington,No,Premium,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,L3,1,Branch,Luxury Car/SUV,Medsize,January,Saturday
6941.872931,0,111,3,73,3,6,532.8,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,SUV,Small,February,Friday
10656.88195,72540,88,7,3,0,2,631.743039,Nevada,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,2,Call Center,Two-Door Car,Medsize,February,Sunday
9333.333631,89513,116,5,12,0,6,232.945977,Arizona,No,Basic,College,Employed,F,Rural,Married,Personal Auto,L2,2,Branch,SUV,Medsize,January,Tuesday
7507.455372,60920,64,10,61,0,2,231.201886,Washington,Yes,Basic,College,Employed,M,Urban,Single,Personal Auto,L3,2,Agent,Two-Door Car,Medsize,February,Sunday
5320.081159,88669,66,9,18,1,4,213.574473,Oregon,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,1,Call Center,Four-Door Car,Medsize,February,Friday
8609.158215,79090,107,2,74,0,3,289.040734,California,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,L2,2,Branch,SUV,Medsize,January,Friday
12298.6863,17101,113,1,88,0,2,542.4,Washington,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Corporate Auto,L2,1,Call Center,SUV,Medsize,February,Sunday
7285.030983,44788,61,6,48,0,2,386.031248,Oregon,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,2,Agent,Four-Door Car,Small,February,Monday
6714.070698,0,93,8,42,1,3,604.270179,Nevada,No,Extended,Master or above,Unemployed,M,Suburban,Married,Special Auto,L2,1,Agent,Two-Door Car,Small,January,Friday
2810.464447,26790,71,4,41,0,1,340.8,Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,2,Agent,Two-Door Car,Medsize,February,Sunday
15320.37177,81955,126,3,21,0,2,720.054248,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Corporate Auto,L3,1,Web,SUV,Medsize,January,Friday
8488.561363,80213,70,12,17,0,2,440.268527,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,L3,1,Branch,Two-Door Car,Medsize,January,Tuesday
2379.195759,0,66,3,21,0,1,90.989464,Arizona,No,Basic,Master or above,Unemployed,M,Rural,Divorced,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,January,Monday
13334.26763,47950,170,23,86,1,8,780.990942,Oregon,No,Premium,Bachelor,Employed,M,Urban,Married,Personal Auto,L3,1,Branch,SUV,Medsize,January,Thursday
3123.080994,0,101,1,83,4,1,960.115399,Oregon,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Large,February,Saturday
2382.706153,0,65,8,50,0,1,312.0,Washington,No,Basic,Master or above,Unemployed,M,Suburban,Married,Corporate Auto,L2,3,Web,Four-Door Car,Medsize,February,Friday
7812.889738,72353,66,27,15,0,2,316.8,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Divorced,Personal Auto,L2,2,Web,Two-Door Car,Small,February,Wednesday
14024.35839,81872,115,10,55,0,2,256.43803,California,Yes,Premium,High School or Below,Employed,F,Rural,Married,Corporate Auto,L1,2,Web,Four-Door Car,Medsize,February,Saturday
5334.784887,74606,68,2,34,0,5,109.112713,Arizona,No,Basic,Bachelor,Employed,M,Rural,Divorced,Corporate Auto,L3,4,Agent,Two-Door Car,Small,February,Saturday
9700.35416,0,138,23,54,0,3,993.6,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L1,1,Branch,SUV,Medsize,January,Monday
5703.288862,41438,72,8,39,0,9,323.836677,California,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,L1,1,Branch,Two-Door Car,Medsize,February,Friday
4280.747008,52679,110,25,21,2,1,528.0,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,L2,2,Branch,Sports Car,Medsize,February,Wednesday
3398.052277,0,101,4,60,0,1,1183.780098,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L3,3,Agent,SUV,Medsize,February,Friday
11044.10847,44524,70,28,42,0,2,200.768848,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,L3,4,Web,Four-Door Car,Medsize,February,Friday
3237.996209,60244,83,3,72,3,1,326.281835,Oregon,Yes,Extended,Master or above,Employed,M,Urban,Married,Corporate Auto,L3,3,Agent,Four-Door Car,Medsize,January,Sunday
25805.26839,22711,82,8,74,0,2,393.6,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,2,Branch,Two-Door Car,Medsize,February,Sunday
17497.52201,0,73,9,94,0,2,350.4,Oregon,Yes,Basic,College,Unemployed,M,Suburban,Divorced,Corporate Auto,L3,1,Agent,Two-Door Car,Medsize,February,Monday
22261.0224,50398,71,18,51,0,2,339.42418,Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,L3,3,Web,Four-Door Car,Medsize,January,Friday
9904.977027,0,66,1,73,0,2,475.2,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Web,Four-Door Car,Small,January,Saturday
7432.203079,0,102,16,34,0,5,1037.274096,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,L3,2,Call Center,SUV,Medsize,February,Sunday
8150.573759,0,114,11,20,0,3,1310.46158,Arizona,No,Premium,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L2,2,Branch,Four-Door Car,Small,January,Friday
6537.051379,0,100,22,24,0,3,720.0,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,L3,2,Web,Sports Car,Medsize,February,Wednesday
9448.833931,85221,117,11,42,0,4,516.907624,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L2,2,Branch,Sports Car,Medsize,January,Tuesday
7519.133631,96306,95,12,17,1,6,185.355353,Arizona,Yes,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Sunday
17041.4383,22249,64,4,88,0,2,455.191595,California,No,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,L3,4,Call Center,Four-Door Car,Medsize,February,Tuesday
4398.047053,0,62,6,62,0,3,382.067564,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,L2,1,Agent,Four-Door Car,Medsize,February,Saturday
5470.060561,54507,138,20,11,0,1,702.990032,Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,L3,2,Agent,SUV,Medsize,February,Thursday
13258.17973,20754,184,19,15,0,7,1324.8,California,No,Basic,College,Medical Leave,M,Suburban,Divorced,Personal Auto,L3,1,Agent,Luxury Car/SUV,Medsize,February,Thursday
13045.37088,0,190,21,35,1,7,1654.202174,California,No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,L3,3,Branch,SUV,Medsize,February,Wednesday
2560.691306,30027,65,13,10,0,1,312.0,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L3,2,Branch,Four-Door Car,Medsize,January,Wednesday
3387.77901,23156,88,9,6,2,1,422.4,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Married,Special Auto,L2,4,Agent,Four-Door Car,Medsize,January,Saturday
6439.330195,0,93,7,85,0,4,669.6,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,February,Thursday
7078.948599,23222,90,10,66,0,4,252.938842,California,No,Extended,College,Employed,M,Urban,Married,Corporate Auto,L3,3,Branch,Two-Door Car,Large,January,Sunday
2417.763236,0,65,16,90,0,1,468.0,California,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,L2,1,Branch,Four-Door Car,Medsize,February,Wednesday
20492.7355,27317,102,30,12,0,2,489.6,California,No,Premium,Master or above,Employed,F,Suburban,Married,Personal Auto,L2,3,Agent,Four-Door Car,Medsize,January,Tuesday
7805.31287,21073,106,25,54,1,3,508.8,California,Yes,Basic,College,Retired,F,Suburban,Divorced,Corporate Auto,L3,1,Agent,SUV,Small,January,Thursday
22062.54841,0,225,26,53,0,2,1620.0,California,No,Extended,College,Unemployed,M,Suburban,Single,Corporate Auto,L2,1,Agent,Luxury Car/SUV,Medsize,February,Friday
11218.44173,69268,93,31,20,0,2,19.170855,Arizona,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,L1,2,Agent,Two-Door Car,Medsize,January,Sunday
5427.484591,74561,68,0,23,1,5,234.393625,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,L3,3,Web,Two-Door Car,Medsize,February,Tuesday
2592.437797,72421,65,8,23,0,1,312.0,Arizona,Yes,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,L2,2,Call Center,Four-Door Car,Small,January,Sunday
2601.351096,0,71,4,18,0,1,17.029835,Oregon,No,Basic,Master or above,Unemployed,F,Rural,Divorced,Corporate Auto,L3,2,Branch,Two-Door Car,Medsize,January,Wednesday
8433.228985,57961,72,27,64,0,2,38.513959,Arizona,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,L3,1,Agent,Two-Door Car,Large,February,Tuesday
2967.670797,35205,76,7,11,0,1,178.839506,California,No,Extended,College,Employed,M,Rural,Married,Personal Auto,L3,2,Agent,Four-Door Car,Large,February,Tuesday
5380.091626,0,74,19,41,0,8,59.026302,Oregon,No,Basic,Master or above,Unemployed,M,Rural,Divorced,Personal Auto,L2,1,Web,Four-Door Car,Medsize,February,Monday
8059.893671,72309,68,3,51,0,2,244.727144,Oregon,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,L3,4,Branch,Four-Door Car,Medsize,February,Friday
8444.840217,76352,109,17,9,2,4,501.83778,Nevada,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,L2,1,Agent,SUV,Small,February,Monday
9655.442955,0,100,30,4,2,2,720.0,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,L2,2,Call Center,SUV,Medsize,January,Saturday
8178.235107,29057,102,22,24,0,3,489.6,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,L3,2,Agent,SUV,Medsize,January,Friday
2353.179121,0,66,11,73,0,1,501.153571,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,L3,1,Agent,Four-Door Car,Medsize,January,Monday
8058.659713,25595,101,5,86,0,9,484.8,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L2,3,Call Center,SUV,Medsize,February,Wednesday
8012.365866,58058,67,28,49,0,2,355.198918,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,2,Call Center,Four-Door Car,Medsize,January,Thursday
16473.16905,22828,106,11,54,0,2,508.8,Nevada,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Personal Auto,L3,1,Agent,SUV,Medsize,February,Thursday
5907.151868,0,81,8,47,0,8,390.161912,Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,L3,4,Branch,Four-Door Car,Medsize,February,Monday
8257.666512,23815,73,4,47,0,2,424.330166,California,Yes,Basic,Bachelor,Disabled,F,Suburban,Married,Corporate Auto,L1,2,Call Center,Four-Door Car,Medsize,January,Wednesday
4954.292104,45329,65,13,7,3,4,312.0,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,L1,4,Call Center,Two-Door Car,Medsize,February,Sunday
